edge,interaction_class,score_tier,score_percentile,demo_review_flag
s_016um_00081_00028-1|s_016um_00081_00029-1,paracrine,high,49.89,unreviewed
s_016um_00081_00028-1|s_016um_00081_00030-1,paracrine,high,49.89,reviewed
s_016um_00081_00028-1|s_016um_00082_00026-1,paracrine,high,49.89,unreviewed
s_016um_00081_00028-1|s_016um_00082_00027-1,paracrine,high,49.89,unreviewed
s_016um_00081_00028-1|s_016um_00082_00028-1,paracrine,high,49.89,unreviewed
s_016um_00081_00028-1|s_016um_00082_00029-1,paracrine,high,49.89,unreviewed
s_016um_00081_00028-1|s_016um_00082_00030-1,paracrine,high,49.89,unreviewed
s_016um_00081_00028-1|s_016um_00083_00027-1,paracrine,high,49.89,unreviewed
s_016um_00081_00028-1|s_016um_00083_00028-1,paracrine,high,49.89,reviewed
s_016um_00081_00028-1|s_016um_00083_00029-1,paracrine,high,49.89,unreviewed
s_016um_00081_00029-1|s_016um_00079_00028-1,paracrine,high,49.89,reviewed
s_016um_00081_00029-1|s_016um_00079_00029-1,paracrine,high,49.89,reviewed
s_016um_00081_00029-1|s_016um_00079_00030-1,paracrine,high,49.89,unreviewed
s_016um_00081_00029-1|s_016um_00080_00027-1,paracrine,high,49.89,unreviewed
s_016um_00081_00029-1|s_016um_00080_00028-1,paracrine,high,49.89,unreviewed
s_016um_00081_00029-1|s_016um_00080_00029-1,paracrine,high,49.89,unreviewed
s_016um_00081_00029-1|s_016um_00080_00030-1,paracrine,high,49.89,reviewed
s_016um_00081_00029-1|s_016um_00080_00031-1,paracrine,high,49.89,unreviewed
s_016um_00081_00029-1|s_016um_00081_00027-1,paracrine,high,49.89,unreviewed
s_016um_00081_00029-1|s_016um_00081_00028-1,paracrine,high,49.89,unreviewed
s_016um_00081_00029-1|s_016um_00081_00029-1,autocrine,high,49.89,reviewed
s_016um_00081_00029-1|s_016um_00081_00030-1,paracrine,high,49.89,reviewed
s_016um_00081_00029-1|s_016um_00081_00031-1,paracrine,high,49.89,reviewed
s_016um_00081_00029-1|s_016um_00082_00027-1,paracrine,high,49.89,reviewed
s_016um_00081_00029-1|s_016um_00082_00028-1,paracrine,high,49.89,unreviewed
s_016um_00081_00029-1|s_016um_00082_00029-1,paracrine,high,49.89,unreviewed
s_016um_00081_00029-1|s_016um_00082_00030-1,paracrine,high,49.89,unreviewed
s_016um_00081_00029-1|s_016um_00082_00031-1,paracrine,high,49.89,reviewed
s_016um_00081_00029-1|s_016um_00083_00028-1,paracrine,high,49.89,reviewed
s_016um_00081_00029-1|s_016um_00083_00029-1,paracrine,high,49.89,unreviewed
s_016um_00081_00029-1|s_016um_00083_00030-1,paracrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00079_00029-1,paracrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00079_00030-1,paracrine,high,49.89,reviewed
s_016um_00081_00030-1|s_016um_00079_00031-1,paracrine,high,49.89,reviewed
s_016um_00081_00030-1|s_016um_00080_00028-1,paracrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00080_00029-1,paracrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00080_00030-1,paracrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00080_00031-1,paracrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00080_00032-1,paracrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00081_00028-1,paracrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00081_00029-1,paracrine,high,49.89,reviewed
s_016um_00081_00030-1|s_016um_00081_00030-1,autocrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00081_00031-1,paracrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00081_00032-1,paracrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00082_00028-1,paracrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00082_00029-1,paracrine,high,49.89,reviewed
s_016um_00081_00030-1|s_016um_00082_00030-1,paracrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00082_00031-1,paracrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00082_00032-1,paracrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00083_00029-1,paracrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00083_00030-1,paracrine,high,49.89,unreviewed
s_016um_00081_00030-1|s_016um_00083_00031-1,paracrine,high,49.89,unreviewed
s_016um_00081_00031-1|s_016um_00079_00030-1,paracrine,high,49.89,reviewed
s_016um_00081_00031-1|s_016um_00079_00031-1,paracrine,high,49.89,reviewed
s_016um_00081_00031-1|s_016um_00079_00032-1,paracrine,high,49.89,reviewed
s_016um_00081_00031-1|s_016um_00080_00029-1,paracrine,high,49.89,unreviewed
s_016um_00081_00031-1|s_016um_00080_00030-1,paracrine,high,49.89,unreviewed
s_016um_00081_00031-1|s_016um_00080_00031-1,paracrine,high,49.89,unreviewed
s_016um_00081_00031-1|s_016um_00080_00032-1,paracrine,high,49.89,unreviewed
s_016um_00081_00031-1|s_016um_00080_00033-1,paracrine,high,49.89,unreviewed
s_016um_00081_00031-1|s_016um_00081_00029-1,paracrine,high,49.89,reviewed
s_016um_00081_00031-1|s_016um_00081_00030-1,paracrine,high,49.89,unreviewed
s_016um_00081_00031-1|s_016um_00081_00031-1,autocrine,high,49.89,unreviewed
s_016um_00081_00031-1|s_016um_00081_00032-1,paracrine,high,49.89,reviewed
s_016um_00081_00031-1|s_016um_00081_00033-1,paracrine,high,49.89,reviewed
s_016um_00081_00031-1|s_016um_00082_00029-1,paracrine,high,49.89,unreviewed
s_016um_00081_00031-1|s_016um_00082_00030-1,paracrine,high,49.89,unreviewed
s_016um_00081_00031-1|s_016um_00082_00031-1,paracrine,high,49.89,unreviewed
s_016um_00081_00031-1|s_016um_00082_00032-1,paracrine,high,49.89,unreviewed
s_016um_00081_00031-1|s_016um_00082_00033-1,paracrine,high,49.89,reviewed
s_016um_00081_00031-1|s_016um_00083_00030-1,paracrine,high,49.89,reviewed
s_016um_00081_00031-1|s_016um_00083_00031-1,paracrine,high,49.89,unreviewed
s_016um_00081_00031-1|s_016um_00083_00032-1,paracrine,high,49.89,reviewed
s_016um_00081_00032-1|s_016um_00079_00031-1,paracrine,high,49.89,reviewed
s_016um_00081_00032-1|s_016um_00079_00032-1,paracrine,high,49.89,unreviewed
s_016um_00081_00032-1|s_016um_00079_00033-1,paracrine,high,49.89,unreviewed
s_016um_00081_00032-1|s_016um_00080_00030-1,paracrine,high,49.89,unreviewed
s_016um_00081_00032-1|s_016um_00080_00031-1,paracrine,high,49.89,unreviewed
s_016um_00081_00032-1|s_016um_00080_00032-1,paracrine,high,49.89,reviewed
s_016um_00081_00032-1|s_016um_00080_00033-1,paracrine,high,49.89,reviewed
s_016um_00081_00032-1|s_016um_00080_00034-1,paracrine,high,49.89,unreviewed
s_016um_00081_00032-1|s_016um_00081_00030-1,paracrine,high,49.89,unreviewed
s_016um_00081_00032-1|s_016um_00081_00031-1,paracrine,high,49.89,unreviewed
s_016um_00081_00032-1|s_016um_00081_00032-1,autocrine,high,49.89,reviewed
s_016um_00081_00032-1|s_016um_00081_00033-1,paracrine,high,49.89,reviewed
s_016um_00081_00032-1|s_016um_00081_00034-1,paracrine,high,49.89,unreviewed
s_016um_00081_00032-1|s_016um_00082_00030-1,paracrine,high,49.89,reviewed
s_016um_00081_00032-1|s_016um_00082_00031-1,paracrine,high,49.89,unreviewed
s_016um_00081_00032-1|s_016um_00082_00032-1,paracrine,high,49.89,reviewed
s_016um_00081_00032-1|s_016um_00082_00033-1,paracrine,high,49.89,unreviewed
s_016um_00081_00032-1|s_016um_00082_00034-1,paracrine,high,49.89,unreviewed
s_016um_00081_00032-1|s_016um_00083_00031-1,paracrine,high,49.89,reviewed
s_016um_00081_00032-1|s_016um_00083_00032-1,paracrine,high,49.89,unreviewed
s_016um_00081_00032-1|s_016um_00083_00033-1,paracrine,high,49.89,unreviewed
s_016um_00081_00033-1|s_016um_00079_00032-1,paracrine,high,49.89,unreviewed
s_016um_00081_00033-1|s_016um_00079_00033-1,paracrine,high,49.89,unreviewed
s_016um_00081_00033-1|s_016um_00079_00034-1,paracrine,high,49.89,unreviewed
s_016um_00081_00033-1|s_016um_00080_00031-1,paracrine,high,49.89,unreviewed
s_016um_00081_00033-1|s_016um_00080_00032-1,paracrine,high,49.89,unreviewed
s_016um_00081_00033-1|s_016um_00080_00033-1,paracrine,high,49.89,unreviewed
s_016um_00081_00033-1|s_016um_00080_00034-1,paracrine,high,49.89,reviewed
s_016um_00081_00033-1|s_016um_00080_00035-1,paracrine,high,49.89,reviewed
s_016um_00081_00033-1|s_016um_00081_00031-1,paracrine,high,49.89,reviewed
s_016um_00081_00033-1|s_016um_00081_00032-1,paracrine,high,49.89,unreviewed
s_016um_00081_00033-1|s_016um_00081_00033-1,autocrine,high,49.89,reviewed
s_016um_00081_00033-1|s_016um_00081_00034-1,paracrine,high,49.89,reviewed
s_016um_00081_00033-1|s_016um_00081_00035-1,paracrine,high,49.89,reviewed
s_016um_00081_00033-1|s_016um_00082_00031-1,paracrine,high,49.89,reviewed
s_016um_00081_00033-1|s_016um_00082_00032-1,paracrine,high,49.89,unreviewed
s_016um_00081_00033-1|s_016um_00082_00033-1,paracrine,high,49.89,unreviewed
s_016um_00081_00033-1|s_016um_00082_00034-1,paracrine,high,49.89,unreviewed
s_016um_00081_00033-1|s_016um_00082_00035-1,paracrine,high,49.89,unreviewed
s_016um_00081_00033-1|s_016um_00083_00032-1,paracrine,high,49.89,unreviewed
s_016um_00081_00033-1|s_016um_00083_00033-1,paracrine,high,49.89,reviewed
s_016um_00081_00033-1|s_016um_00083_00034-1,paracrine,high,49.89,reviewed
s_016um_00081_00034-1|s_016um_00079_00033-1,paracrine,high,49.89,unreviewed
s_016um_00081_00034-1|s_016um_00079_00034-1,paracrine,high,49.89,unreviewed
s_016um_00081_00034-1|s_016um_00079_00035-1,paracrine,high,49.89,unreviewed
s_016um_00081_00034-1|s_016um_00080_00032-1,paracrine,high,49.89,unreviewed
s_016um_00081_00034-1|s_016um_00080_00033-1,paracrine,high,49.89,unreviewed
s_016um_00081_00034-1|s_016um_00080_00034-1,paracrine,high,49.89,reviewed
s_016um_00081_00034-1|s_016um_00080_00035-1,paracrine,high,49.89,reviewed
s_016um_00081_00034-1|s_016um_00080_00036-1,paracrine,high,49.89,reviewed
s_016um_00081_00034-1|s_016um_00081_00032-1,paracrine,high,49.89,unreviewed
s_016um_00081_00034-1|s_016um_00081_00033-1,paracrine,high,49.89,unreviewed
s_016um_00081_00034-1|s_016um_00081_00034-1,autocrine,high,49.89,unreviewed
s_016um_00081_00034-1|s_016um_00081_00035-1,paracrine,high,49.89,unreviewed
s_016um_00081_00034-1|s_016um_00081_00036-1,paracrine,high,49.89,unreviewed
s_016um_00081_00034-1|s_016um_00082_00032-1,paracrine,high,49.89,unreviewed
s_016um_00081_00034-1|s_016um_00082_00033-1,paracrine,high,49.89,unreviewed
s_016um_00081_00034-1|s_016um_00082_00034-1,paracrine,high,49.89,unreviewed
s_016um_00081_00034-1|s_016um_00082_00035-1,paracrine,high,49.89,unreviewed
s_016um_00081_00034-1|s_016um_00082_00036-1,paracrine,high,49.89,unreviewed
s_016um_00081_00034-1|s_016um_00083_00033-1,paracrine,high,49.89,reviewed
s_016um_00081_00034-1|s_016um_00083_00034-1,paracrine,high,49.89,unreviewed
s_016um_00081_00034-1|s_016um_00083_00035-1,paracrine,high,49.89,reviewed
s_016um_00081_00035-1|s_016um_00079_00034-1,paracrine,high,49.89,unreviewed
s_016um_00081_00035-1|s_016um_00079_00035-1,paracrine,high,49.89,unreviewed
s_016um_00081_00035-1|s_016um_00079_00036-1,paracrine,high,49.89,unreviewed
s_016um_00081_00035-1|s_016um_00080_00033-1,paracrine,high,49.89,unreviewed
s_016um_00081_00035-1|s_016um_00080_00034-1,paracrine,high,49.89,reviewed
s_016um_00081_00035-1|s_016um_00080_00035-1,paracrine,high,49.89,unreviewed
s_016um_00081_00035-1|s_016um_00080_00036-1,paracrine,high,49.89,unreviewed
s_016um_00081_00035-1|s_016um_00080_00037-1,paracrine,high,49.89,reviewed
s_016um_00081_00035-1|s_016um_00081_00033-1,paracrine,high,49.89,reviewed
s_016um_00081_00035-1|s_016um_00081_00034-1,paracrine,high,49.89,unreviewed
s_016um_00081_00035-1|s_016um_00081_00035-1,autocrine,high,49.89,unreviewed
s_016um_00081_00035-1|s_016um_00081_00036-1,paracrine,high,49.89,unreviewed
s_016um_00081_00035-1|s_016um_00081_00037-1,paracrine,high,49.89,reviewed
s_016um_00081_00035-1|s_016um_00082_00033-1,paracrine,high,49.89,reviewed
s_016um_00081_00035-1|s_016um_00082_00034-1,paracrine,high,49.89,unreviewed
s_016um_00081_00035-1|s_016um_00082_00035-1,paracrine,high,49.89,unreviewed
s_016um_00081_00035-1|s_016um_00082_00036-1,paracrine,high,49.89,unreviewed
s_016um_00081_00035-1|s_016um_00082_00037-1,paracrine,high,49.89,unreviewed
s_016um_00081_00035-1|s_016um_00083_00034-1,paracrine,high,49.89,reviewed
s_016um_00081_00035-1|s_016um_00083_00035-1,paracrine,high,49.89,reviewed
s_016um_00081_00035-1|s_016um_00083_00036-1,paracrine,high,49.89,unreviewed
s_016um_00081_00036-1|s_016um_00079_00035-1,paracrine,high,49.89,unreviewed
s_016um_00081_00036-1|s_016um_00079_00036-1,paracrine,high,49.89,unreviewed
s_016um_00081_00036-1|s_016um_00079_00037-1,paracrine,high,49.89,unreviewed
s_016um_00081_00036-1|s_016um_00080_00034-1,paracrine,high,49.89,unreviewed
s_016um_00081_00036-1|s_016um_00080_00035-1,paracrine,high,49.89,reviewed
s_016um_00081_00036-1|s_016um_00080_00036-1,paracrine,high,49.89,unreviewed
s_016um_00081_00036-1|s_016um_00080_00037-1,paracrine,high,49.89,reviewed
s_016um_00081_00036-1|s_016um_00080_00038-1,paracrine,high,49.89,unreviewed
s_016um_00081_00036-1|s_016um_00081_00034-1,paracrine,high,49.89,unreviewed
s_016um_00081_00036-1|s_016um_00081_00035-1,paracrine,high,49.89,unreviewed
s_016um_00081_00036-1|s_016um_00081_00036-1,autocrine,high,49.89,unreviewed
s_016um_00081_00036-1|s_016um_00081_00037-1,paracrine,high,49.89,reviewed
s_016um_00081_00036-1|s_016um_00081_00038-1,paracrine,high,49.89,reviewed
s_016um_00081_00036-1|s_016um_00082_00034-1,paracrine,high,49.89,reviewed
s_016um_00081_00036-1|s_016um_00082_00035-1,paracrine,high,49.89,unreviewed
s_016um_00081_00036-1|s_016um_00082_00036-1,paracrine,high,49.89,unreviewed
s_016um_00081_00036-1|s_016um_00082_00037-1,paracrine,high,49.89,unreviewed
s_016um_00081_00036-1|s_016um_00082_00038-1,paracrine,high,49.89,unreviewed
s_016um_00081_00036-1|s_016um_00083_00035-1,paracrine,high,49.89,unreviewed
s_016um_00081_00036-1|s_016um_00083_00036-1,paracrine,high,49.89,reviewed
s_016um_00081_00036-1|s_016um_00083_00037-1,paracrine,high,49.89,unreviewed
s_016um_00081_00037-1|s_016um_00079_00036-1,paracrine,high,49.89,unreviewed
s_016um_00081_00037-1|s_016um_00079_00037-1,paracrine,high,49.89,unreviewed
s_016um_00081_00037-1|s_016um_00079_00038-1,paracrine,high,49.89,reviewed
s_016um_00081_00037-1|s_016um_00080_00035-1,paracrine,high,49.89,reviewed
s_016um_00081_00037-1|s_016um_00080_00036-1,paracrine,high,49.89,unreviewed
s_016um_00081_00037-1|s_016um_00080_00037-1,paracrine,high,49.89,reviewed
s_016um_00081_00037-1|s_016um_00080_00038-1,paracrine,high,49.89,unreviewed
s_016um_00081_00037-1|s_016um_00080_00039-1,paracrine,high,49.89,unreviewed
s_016um_00081_00037-1|s_016um_00081_00035-1,paracrine,high,49.89,unreviewed
s_016um_00081_00037-1|s_016um_00081_00036-1,paracrine,high,49.89,reviewed
s_016um_00081_00037-1|s_016um_00081_00037-1,autocrine,high,49.89,unreviewed
s_016um_00081_00037-1|s_016um_00081_00038-1,paracrine,high,49.89,unreviewed
s_016um_00081_00037-1|s_016um_00081_00039-1,paracrine,high,49.89,reviewed
s_016um_00081_00037-1|s_016um_00082_00035-1,paracrine,high,49.89,reviewed
s_016um_00081_00037-1|s_016um_00082_00036-1,paracrine,high,49.89,reviewed
s_016um_00081_00037-1|s_016um_00082_00037-1,paracrine,high,49.89,unreviewed
s_016um_00081_00037-1|s_016um_00082_00038-1,paracrine,high,49.89,reviewed
s_016um_00081_00037-1|s_016um_00082_00039-1,paracrine,high,49.89,reviewed
s_016um_00081_00037-1|s_016um_00083_00036-1,paracrine,high,49.89,unreviewed
s_016um_00081_00037-1|s_016um_00083_00037-1,paracrine,high,49.89,reviewed
s_016um_00081_00037-1|s_016um_00083_00038-1,paracrine,high,49.89,reviewed
s_016um_00081_00038-1|s_016um_00079_00037-1,paracrine,high,49.89,reviewed
s_016um_00081_00038-1|s_016um_00079_00038-1,paracrine,high,49.89,unreviewed
s_016um_00081_00038-1|s_016um_00079_00039-1,paracrine,high,49.89,unreviewed
s_016um_00081_00038-1|s_016um_00080_00036-1,paracrine,high,49.89,unreviewed
s_016um_00081_00038-1|s_016um_00080_00037-1,paracrine,high,49.89,unreviewed
s_016um_00081_00038-1|s_016um_00080_00038-1,paracrine,high,49.89,unreviewed
s_016um_00081_00038-1|s_016um_00080_00039-1,paracrine,high,49.89,unreviewed
s_016um_00081_00038-1|s_016um_00080_00040-1,paracrine,high,49.89,unreviewed
s_016um_00081_00038-1|s_016um_00081_00036-1,paracrine,high,49.89,unreviewed
s_016um_00081_00038-1|s_016um_00081_00037-1,paracrine,high,49.89,unreviewed
s_016um_00081_00038-1|s_016um_00081_00038-1,autocrine,high,49.89,unreviewed
s_016um_00081_00038-1|s_016um_00081_00039-1,paracrine,high,49.89,reviewed
s_016um_00081_00038-1|s_016um_00081_00040-1,paracrine,high,49.89,reviewed
s_016um_00081_00038-1|s_016um_00082_00036-1,paracrine,high,49.89,unreviewed
s_016um_00081_00038-1|s_016um_00082_00037-1,paracrine,high,49.89,unreviewed
s_016um_00081_00038-1|s_016um_00082_00038-1,paracrine,high,49.89,unreviewed
s_016um_00081_00038-1|s_016um_00082_00039-1,paracrine,high,49.89,reviewed
s_016um_00081_00038-1|s_016um_00082_00040-1,paracrine,high,49.89,unreviewed
s_016um_00081_00038-1|s_016um_00083_00037-1,paracrine,high,49.89,unreviewed
s_016um_00081_00038-1|s_016um_00083_00038-1,paracrine,high,49.89,unreviewed
s_016um_00081_00038-1|s_016um_00083_00039-1,paracrine,high,49.89,reviewed
s_016um_00081_00039-1|s_016um_00079_00038-1,paracrine,high,49.89,unreviewed
s_016um_00081_00039-1|s_016um_00079_00039-1,paracrine,high,49.89,reviewed
s_016um_00081_00039-1|s_016um_00079_00040-1,paracrine,high,49.89,unreviewed
s_016um_00081_00039-1|s_016um_00080_00037-1,paracrine,high,49.89,reviewed
s_016um_00081_00039-1|s_016um_00080_00038-1,paracrine,high,49.89,unreviewed
s_016um_00081_00039-1|s_016um_00080_00039-1,paracrine,high,49.89,unreviewed
s_016um_00081_00039-1|s_016um_00080_00040-1,paracrine,high,49.89,reviewed
s_016um_00081_00039-1|s_016um_00080_00041-1,paracrine,high,49.89,reviewed
s_016um_00081_00039-1|s_016um_00081_00037-1,paracrine,high,49.89,unreviewed
s_016um_00081_00039-1|s_016um_00081_00038-1,paracrine,high,49.89,unreviewed
s_016um_00081_00039-1|s_016um_00081_00039-1,autocrine,high,49.89,reviewed
s_016um_00081_00039-1|s_016um_00081_00040-1,paracrine,high,49.89,reviewed
s_016um_00081_00039-1|s_016um_00081_00041-1,paracrine,high,49.89,unreviewed
s_016um_00081_00039-1|s_016um_00082_00037-1,paracrine,high,49.89,reviewed
s_016um_00081_00039-1|s_016um_00082_00038-1,paracrine,high,49.89,reviewed
s_016um_00081_00039-1|s_016um_00082_00039-1,paracrine,high,49.89,reviewed
s_016um_00081_00039-1|s_016um_00082_00040-1,paracrine,high,49.89,unreviewed
s_016um_00081_00039-1|s_016um_00082_00041-1,paracrine,high,49.89,unreviewed
s_016um_00081_00039-1|s_016um_00083_00038-1,paracrine,high,49.89,unreviewed
s_016um_00081_00039-1|s_016um_00083_00039-1,paracrine,high,49.89,reviewed
s_016um_00081_00039-1|s_016um_00083_00040-1,paracrine,high,49.89,unreviewed
s_016um_00081_00040-1|s_016um_00079_00039-1,paracrine,high,49.89,reviewed
s_016um_00081_00040-1|s_016um_00079_00040-1,paracrine,high,49.89,unreviewed
s_016um_00081_00040-1|s_016um_00079_00041-1,paracrine,high,49.89,unreviewed
s_016um_00081_00040-1|s_016um_00080_00038-1,paracrine,high,49.89,unreviewed
s_016um_00081_00040-1|s_016um_00080_00039-1,paracrine,high,49.89,reviewed
s_016um_00081_00040-1|s_016um_00080_00040-1,paracrine,high,49.89,unreviewed
s_016um_00081_00040-1|s_016um_00080_00041-1,paracrine,high,49.89,reviewed
s_016um_00081_00040-1|s_016um_00080_00042-1,paracrine,high,49.89,unreviewed
s_016um_00081_00040-1|s_016um_00081_00038-1,paracrine,high,49.89,unreviewed
s_016um_00081_00040-1|s_016um_00081_00039-1,paracrine,high,49.89,reviewed
s_016um_00081_00040-1|s_016um_00081_00040-1,autocrine,high,49.89,reviewed
s_016um_00081_00040-1|s_016um_00081_00041-1,paracrine,high,49.89,unreviewed
s_016um_00081_00040-1|s_016um_00081_00042-1,paracrine,high,49.89,unreviewed
s_016um_00081_00040-1|s_016um_00082_00038-1,paracrine,high,49.89,unreviewed
s_016um_00081_00040-1|s_016um_00082_00039-1,paracrine,high,49.89,unreviewed
s_016um_00081_00040-1|s_016um_00082_00040-1,paracrine,high,49.89,reviewed
s_016um_00081_00040-1|s_016um_00082_00041-1,paracrine,high,49.89,unreviewed
s_016um_00081_00040-1|s_016um_00082_00042-1,paracrine,high,49.89,unreviewed
s_016um_00081_00040-1|s_016um_00083_00039-1,paracrine,high,49.89,reviewed
s_016um_00081_00040-1|s_016um_00083_00040-1,paracrine,high,49.89,unreviewed
s_016um_00081_00040-1|s_016um_00083_00041-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00079_00040-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00079_00041-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00079_00042-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00080_00039-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00080_00040-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00080_00041-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00080_00042-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00080_00043-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00081_00039-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00081_00040-1,paracrine,high,49.89,reviewed
s_016um_00081_00041-1|s_016um_00081_00041-1,autocrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00081_00042-1,paracrine,high,49.89,reviewed
s_016um_00081_00041-1|s_016um_00081_00043-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00082_00039-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00082_00040-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00082_00041-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00082_00042-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00082_00043-1,paracrine,high,49.89,reviewed
s_016um_00081_00041-1|s_016um_00083_00040-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00083_00041-1,paracrine,high,49.89,unreviewed
s_016um_00081_00041-1|s_016um_00083_00042-1,paracrine,high,49.89,unreviewed
s_016um_00081_00042-1|s_016um_00079_00041-1,paracrine,high,49.89,unreviewed
s_016um_00081_00042-1|s_016um_00079_00042-1,paracrine,high,49.89,reviewed
s_016um_00081_00042-1|s_016um_00079_00043-1,paracrine,high,49.89,reviewed
s_016um_00081_00042-1|s_016um_00080_00040-1,paracrine,high,49.89,unreviewed
s_016um_00081_00042-1|s_016um_00080_00041-1,paracrine,high,49.89,reviewed
s_016um_00081_00042-1|s_016um_00080_00042-1,paracrine,high,49.89,unreviewed
s_016um_00081_00042-1|s_016um_00080_00043-1,paracrine,high,49.89,reviewed
s_016um_00081_00042-1|s_016um_00080_00044-1,paracrine,high,49.89,unreviewed
s_016um_00081_00042-1|s_016um_00081_00040-1,paracrine,high,49.89,unreviewed
s_016um_00081_00042-1|s_016um_00081_00041-1,paracrine,high,49.89,reviewed
s_016um_00081_00042-1|s_016um_00081_00042-1,autocrine,high,49.89,unreviewed
s_016um_00081_00042-1|s_016um_00081_00043-1,paracrine,high,49.89,unreviewed
s_016um_00081_00042-1|s_016um_00081_00044-1,paracrine,high,49.89,unreviewed
s_016um_00081_00042-1|s_016um_00082_00040-1,paracrine,high,49.89,unreviewed
s_016um_00081_00042-1|s_016um_00082_00041-1,paracrine,high,49.89,reviewed
s_016um_00081_00042-1|s_016um_00082_00042-1,paracrine,high,49.89,unreviewed
s_016um_00081_00042-1|s_016um_00082_00043-1,paracrine,high,49.89,reviewed
s_016um_00081_00042-1|s_016um_00082_00044-1,paracrine,high,49.89,unreviewed
s_016um_00081_00042-1|s_016um_00083_00041-1,paracrine,high,49.89,unreviewed
s_016um_00081_00042-1|s_016um_00083_00042-1,paracrine,high,49.89,reviewed
s_016um_00081_00042-1|s_016um_00083_00043-1,paracrine,high,49.89,unreviewed
s_016um_00081_00043-1|s_016um_00079_00042-1,paracrine,high,49.89,unreviewed
s_016um_00081_00043-1|s_016um_00079_00043-1,paracrine,high,49.89,unreviewed
s_016um_00081_00043-1|s_016um_00079_00044-1,paracrine,high,49.89,unreviewed
s_016um_00081_00043-1|s_016um_00080_00041-1,paracrine,high,49.89,reviewed
s_016um_00081_00043-1|s_016um_00080_00042-1,paracrine,high,49.89,unreviewed
s_016um_00081_00043-1|s_016um_00080_00043-1,paracrine,high,49.89,unreviewed
s_016um_00081_00043-1|s_016um_00080_00044-1,paracrine,high,49.89,unreviewed
s_016um_00081_00043-1|s_016um_00080_00045-1,paracrine,high,49.89,reviewed
s_016um_00081_00043-1|s_016um_00081_00041-1,paracrine,high,49.89,unreviewed
s_016um_00081_00043-1|s_016um_00081_00042-1,paracrine,high,49.89,unreviewed
s_016um_00081_00043-1|s_016um_00081_00043-1,autocrine,high,49.89,unreviewed
s_016um_00081_00043-1|s_016um_00081_00044-1,paracrine,high,49.89,unreviewed
s_016um_00081_00043-1|s_016um_00081_00045-1,paracrine,high,49.89,unreviewed
s_016um_00081_00043-1|s_016um_00082_00041-1,paracrine,high,49.89,reviewed
s_016um_00081_00043-1|s_016um_00082_00042-1,paracrine,high,49.89,unreviewed
s_016um_00081_00043-1|s_016um_00082_00043-1,paracrine,high,49.89,reviewed
s_016um_00081_00043-1|s_016um_00082_00044-1,paracrine,high,49.89,reviewed
s_016um_00081_00043-1|s_016um_00082_00045-1,paracrine,high,49.89,reviewed
s_016um_00081_00043-1|s_016um_00083_00042-1,paracrine,high,49.89,unreviewed
s_016um_00081_00043-1|s_016um_00083_00043-1,paracrine,high,49.89,unreviewed
s_016um_00081_00043-1|s_016um_00083_00044-1,paracrine,high,49.89,unreviewed
s_016um_00081_00044-1|s_016um_00079_00043-1,paracrine,high,49.89,reviewed
s_016um_00081_00044-1|s_016um_00079_00044-1,paracrine,high,49.89,unreviewed
